YOR224C	YJL140W
YJL050W	YHR072W-A
YDR515W	YML046W
YBR009C	YMR284W
YMR131C	YLR106C
YPL129W	YJL140W
YPR178W	YEL026W
YBR103W	YHR121W
YKL012W	YML046W
YBL024W	YLR175W
YNL288W	YOR375C
YOL045W	YOR355W
YGR124W	YOL098C
YER095W	YDR171W
YPL155C	YPL004C
YML010W	YBR295W
YER070W	YNL208W
YGR272C	YBR010W
YKL028W	YKR062W
YPR074C	YDR080W
YER112W	YNL147W
YNR010W	YPR168W
YJR135C	YLR418C
YHR027C	YGL027C
YFR031C	YLR272C
YER025W	YDR087C
YLR438C-A	YJL124C
YCL010C	YOL148C
YHR200W	YPR108W
YLR002C	YLR150W
YPR041W	YJR007W
YMR223W	YBR198C
YKL126W	YJL076W
YHR200W	YDR108W
YGR275W	YPR034W
YDR054C	YLR418C
YEL037C	YCR009C
YLR175W	YMR290C
YKL022C	YLR127C
YNR014W	YHR064C
YEL037C	YHR184W
YPL001W	YDR392W
YDR427W	YHR200W
YPL022W	YPL146C
YFR010W	YOR117W
YML010W	YDR388W
YBR231C	YGR002C
YDR280W	YDL111C
YDL002C	YDR190C
YFR037C	YNL183C
YGR130C	YBR109C
YDR280W	YOL142W
YOR027W	YLR249W
YOL097C	YGL253W
YEL037C	YLL050C
YHR027C	YIL075C
YNL136W	YDR359C
YBR125C	YKR081C
YML124C	YJL066C
YCR035C	YOR001W
YHR039C-B	YLR305C
YNL252C	YPR137W
YLR418C	YPL242C
YML098W	YML015C
YGL150C	YLL026W
YEL037C	YLR429W
YOR217W	YCR016W
YDR444W	YPL240C
YER022W	YGL127C
YER092W	YOR189W
YJL109C	YKL210W
YER025W	YPL019C
YHR118C	YBR009C
YPR045C	YDR381W
YDL112W	YDL014W
YML010W	YJL140W
YBL032W	YLR045C
YLR052W	YHR121W
YDR214W	YIL094C
YDR363W-A	YOR259C
YMR120C	YDR184C
YHL024W	YGL113W
YDL105W	YPR169W
YJL122W	YDR416W
YHR114W	YGR285C
YIL148W	YOR230W
YGL070C	YER015W
YFL013C	YCR093W
YLL062C	YKR022C
YIL075C	YDL013W
YIL075C	YLR226W
YAL011W	YOL012C
YLR135W	YHR064C
YJL168C	YIL021W
YDR211W	YDL005C
YPR162C	YDR381W
YBR155W	YMR186W
YMR213W	YMR240C
YNL067W	YLR150W
YDR054C	YOR330C
YMR219W	YCR042C
YBR009C	YNL312W
YBR010W	YNL329C
YGL240W	YNL172W
YDR054C	YIL036W
YGL227W	YGR108W
YDR363W	YJL052W
YNR024W	YER143W
YJR084W	YDL148C
YER179W	YGR063C
YIL103W	YBL046W
YFL013C	YNL215W
YGR237C	YHR121W
YHR062C	YNL221C
YJR119C	YBL002W
YLR175W	YDR381W
YPR049C	YPR110C
YPR074C	YBR117C
YDR103W	YEL023C
YGL120C	YCL011C
YNL308C	YMR290C
YML025C	YKL167C
YGL227W	YBL075C
YER027C	YDR099W
YLR248W	YML061C
YDL043C	YGL174W
YBL002W	YER091C
YGR002C	YLR385C
YPL240C	YLR277C
YMR239C	YPR134W
YGL070C	YOL005C
YDR224C	YMR273C
YBR231C	YLR385C
YKL173W	YNL147W
YMR236W	YDR448W
YMR037C	YDR388W
YGL120C	YJL033W
YGL078C	YDL151C
YIL075C	YLR421C
YNR038W	YDR104C
YLR258W	YKL028W
YNL312W	YOR118W
YMR223W	YBR010W
YDL097C	YOR259C
YGL237C	YOR358W
YPL178W	YKL214C
YIL075C	YER021W
YPR178W	YHR089C
YER025W	YMR309C
YMR080C	YPL001W
YMR228W	YDR311W
YLR117C	YPR029C
YJR017C	YOR210W
YOL068C	YGR086C
YDR457W	YOR326W
YNL088W	YOL021C
YEL044W	YGL150C
YEL037C	YJR065C
YGL120C	YHR018C
YBR154C	YGL070C
YOR217W	YMR072W
YDR092W	YGL087C
YNL136W	YPL066W
YGL253W	YKL114C
YBR009C	YDR152W
YPR161C	YOR198C
YIL070C	YKL155C
YBR009C	YDR388W
YNL030W	YBL003C
YPL243W	YML105C
YBR278W	YNL262W
YBR049C	YDL102W
YDR353W	YML047C
YLR333C	YML056C
YAL027W	YPL146C
YHR066W	YER110C
YBR218C	YBR142W
YLR039C	YPL226W
YLR423C	YPR049C
YNR053C	YLR409C
YPR049C	YBR107C
YGL120C	YOL118C
YPR133C	YIL021W
YLR401C	YFL037W
YPL020C	YNL189W
YMR074C	YEL021W
YGL048C	YHR027C
YDL043C	YDL203C
YLR069C	YDR155C
YDR444W	YLR249W
YGR090W	YGL195W
YLR398C	YDR496C
YGL105W	YDR270W
YBR010W	YMR106C
YOR323C	YLR148W
YML065W	YBR009C
YLR170C	YBR019C
YEL037C	YDR388W
YEL037C	YNR031C
YBR010W	YDL117W
YNL031C	YCR028C-A
YLR442C	YDL197C
YGR272C	YNL255C
YGL234W	YHR050W
YMR308C	YLR276C
YJL050W	YGR025W
YHR200W	YDR394W
YHR077C	YDL215C
YGL173C	YKL023W
YMR014W	YHL034C
YMR072W	YER164W
YNL031C	YNL312W
YAL011W	YJL081C
YER086W	YMR186W
YEL037C	YOR259C
YDL134C	YER126C
YPL001W	YMR072W
YCR060W	YGL106W
YDL143W	YKL054C
YNR011C	YLR275W
YBL052C	YLR455W
YNR010W	YHR041C
YNR014W	YLL026W
YER147C	YDL014W
YJL063C	YDR337W
YKL206C	YLR199C
YKR018C	YGR097W
YOL097C	YER006W
YLR022C	YKL056C
YEL044W	YOR141C
YDR385W	YKL191W
YIL103W	YGL073W
YIL103W	YJL138C
YKL191W	YEL030W
YKL191W	YJL052W
YER089C	YER062C
YFR010W	YOR038C
YML065W	YMR072W
YPL022W	YDR385W
YNR054C	YOR361C
YEL012W	YIL152W
YCL010C	YPL254W
YDR318W	YBR211C
YKL052C	YKR037C
YAL021C	YER013W
YOR052C	YBR079C
YEL018W	YLR399C
YMR259C	YFR030W
YMR186W	YKL081W
YJL050W	YBL066C
YER177W	YGR097W
YJL081C	YLR052W
YDL002C	YLR052W
YOR187W	YNL207W
YBR231C	YNL107W
YJL050W	YLR197W
YER092W	YBR010W
YGL213C	YKL023W
YLR399C	YKL017C
YDL060W	YKL145W
YDR363W-A	YHL030W
YML016C	YKL193C
YNL059C	YPL129W
YDL097C	YLR359W
YDR129C	YPL012W
YDR392W	YBR081C
YNL140C	YML062C
YMR108W	YHR013C
YDR515W	YDR381W
YDL182W	YBR189W
YPR178W	YOR078W
YOR244W	YJL081C
YGL207W	YMR041C
YMR014W	YLR094C
YJL168C	YOR224C
YAL027W	YCR028C-A
YDL007W	YFR004W
YJL021C	YJR008W
YPL260W	YDR099W
YJL050W	YIL130W
YNR053C	YGR090W
YGR071C	YDL053C
YDR337W	YGR165W
YDR405W	YGR076C
YIL069C	YOR328W
YER035W	YDR378C
YOR144C	YGR126W
YLR022C	YNL061W
YDL060W	YOR206W
YBR060C	YBL003C
YDR482C	YOR159C
YJL095W	YOL144W
YNL031C	YGL252C
YPL243W	YPL210C
YPR161C	YPR169W
YPR161C	YNL088W
YGL227W	YBR193C
YMR282C	YMR186W
YHR090C	YNL107W
YCR020W-B	YFR037C
YDL182W	YMR229C
YOR001W	YGR130C
YDL074C	YKL035W
YJL062W-A	YDR385W
YJL081C	YDR190C
YBR278W	YKL172W
YNL136W	YGL106W
YGR068C	YIL094C
YJL033W	YLR043C
YER022W	YDL003W
YNL288W	YAL021C
YLR175W	YIL135C
YDR272W	YBR011C
YOR269W	YBR234C
YLR022C	YLR175W
YJL033W	YDL225W
YKL210W	YHR082C
YDR485C	YLR385C
YOR061W	YOL030W
YER129W	YDR477W
YLR358C	YNL222W
YGR202C	YNL189W
YMR237W	YGL241W
YBL003C	YDR054C
YDL040C	YAL036C
YKR072C	YKR056W
YDR363W-A	YGL048C
YNL317W	YOL081W
YDR190C	YPL235W
YIL103W	YLR087C
YLR410W	YDR381W
YNL209W	YHR064C
YDL043C	YDR174W
YCR077C	YBR189W
YDL060W	YGR126W
YBR060C	YBL002W
YLR291C	YAR015W
YDR484W	YJL029C
YDL147W	YDR427W
YJR104C	YKL029C
YFR048W	YDR155C
YNR054C	YPL217C
YGL244W	YBL003C
YIL070C	YHR068W
YJL173C	YMR047C
YNL248C	YIR024C
YMR049C	YJR059W
YBR084W	YOL138C
YPR175W	YGL049C
YOL010W	YKL143W
YCR092C	YMR196W
YGL112C	YGL066W
YKL210W	YDR155C
YBR229C	YLR150W
YML069W	YGR071C
YDR054C	YPR138C
YBR060C	YPL216W
YML046W	YGR013W
YAR007C	YBR010W
YNL030W	YKR048C
YIL075C	YKL145W
YDL140C	YGL070C
YCL010C	YDR176W
YJL109C	YBR009C
YNL247W	YDL131W
YHR070W	YJL154C
YDR397C	YOR110W
YHR118C	YPL001W
YBR215W	YBL003C
YDR137W	YPR080W
YPR175W	YOR091W
YEL037C	YHR200W
YJR006W	YJR043C
YJL217W	YPR118W
YJL168C	YLR359W
YDR496C	YLR259C
YMR223W	YCL010C
YBR150C	YLR106C
YJL095W	YLR347C
YGR200C	YPL101W
YGR232W	YDR394W
YJL109C	YMR093W
YEL018W	YPR049C
YPR175W	YJL033W
YNR053C	YLR074C
YLR319C	YER006W
YNL224C	YAL047C
YLR385C	YER095W
YGL127C	YLR150W
YOR046C	YIL115C
YPL022W	YCR087C-A
YPR162C	YBL002W
YBL097W	YDR388W
YEL040W	YDR272W
YGR092W	YIL106W
YFR034C	YKR027W
YJL081C	YGL150C
YFR010W	YHR200W
YKR037C	YDR381W
YDR168W	YMR033W
YIL069C	YLR347C
YOR091W	YAL036C
YIR015W	YNL221C
YEL044W	YPL235W
YIL021W	YGL043W
YHL032C	YLR305C
YGL207W	YLR005W
YFR010W	YFR052W
YBR082C	YDR059C
YGL048C	YLR320W
YBL024W	YNL308C
YAL011W	YPL235W
YDR363W-A	YJR009C
YGR272C	YLR175W
YLR277C	YBR109C
YDL070W	YIL036W
YBR173C	YML092C
YCR090C	YML105C
YDR363W-A	YOR187W
YPR168W	YHR121W
YML101C	YGL058W
YPL160W	YAL062W
YIL075C	YDR394W
YBR095C	YPL181W
YPR164W	YBL075C
YGL234W	YOR290C
YGR271C-A	YMR186W
YPR178W	YDL051W
YBR169C	YGR241C
YGR074W	YLR147C
YJL047C	YPR052C
YFR010W	YDR358W
YFR010W	YOL081W
YMR268C	YDR378C
YNL151C	YBR154C
YDR363W-A	YDR385W
YDR363W-A	YOR111W
YHR034C	YMR309C
YKR048C	YOL070C
YPL047W	YDR145W
YGL048C	YDR394W
YOL135C	YMR112C
YMR186W	YJR139C
YDR422C	YER162C
YLR435W	YLR150W
YKL126W	YBR109C
YPL226W	YPL008W
YDR385W	YPL009C
YGR252W	YBR081C
YOL077C	YDR388W
YJL050W	YCR048W
YMR044W	YBR245C
YDR311W	YDR128W
YDR224C	YBR208C
YGR104C	YEL070W
YER012W	YML092C
YDL060W	YBL058W
YBL002W	YBR097W
YDL126C	YER129W
YJL033W	YJL008C
YER035W	YBR142W
YBR097W	YDR388W
YML070W	YFL042C
YNL059C	YJL081C
YKL028W	YLR167W
YBR176W	YPR080W
YLR071C	YOR174W
YLR385C	YDR174W
YOR210W	YPR110C
YMR229C	YCR035C
YPR178W	YDL153C
YDL002C	YBL003C
YMR128W	YDL166C
YKL126W	YDR388W
YDR198C	YNL097C
YBR245C	YFR013W
YDL007W	YDL147W
YMR228W	YJR066W
YLR216C	YBR109C
YER035W	YIL127C
YPL228W	YHR121W
YJR082C	YPR031W
YJL203W	YOR159C
YMR106C	YBL003C
YKR018C	YNL042W
YDR153C	YJL033W
YGR086C	YDR388W
YGR086C	YFR019W
YHL019C	YPR029C
YOR009W	YOL006C
YOR365C	YDL074C
YPR110C	YDR495C
YCR035C	YJL050W
YJL080C	YML127W
YDL043C	YKL095W
YBR155W	YKR048C
YDL003W	YDR381W
YKR024C	YMR229C
YDR148C	YHR137W
YER035W	YDL148C
YGR170W	YDR381W
YLR069C	YEL034W
YFL013C	YEL034W
YOR386W	YGR126W
YER086W	YBL076C
YLR347C	YLR392C
YJL033W	YIL062C
YIL070C	YOR158W
YNL244C	YGR086C
YEL037C	YOR117W
YMR093W	YHR121W
YER151C	YHR119W
YFR037C	YGR274C
YER022W	YOL051W
YER022W	YPL210C
YJR022W	YDR473C
YDL185W	YEL051W
YDR448W	YGL066W
YJL050W	YOL115W
YOR091W	YDR381W
YDR054C	YDR099W
YBR279W	YDR388W
YHR118C	YDL014W
YDL053C	YBL004W
YER086W	YGL245W
YJL203W	YLR147C
YBR245C	YMR321C
YBR245C	YOR304W
YDL134C	YGL251C
YPR034W	YER155C
YKL212W	YPL099C
YNR054C	YLR197W
YKL081W	YIL104C
YBR253W	YDR308C
YJL080C	YLL026W
YCR077C	YER112W
YBR279W	YOR061W
YKR038C	YML036W
YDR419W	YGL115W
YLL002W	YJR009C
YDR303C	YLR357W
YER022W	YPR070W
YHR119W	YPL138C
YML069W	YKL007W
YDR363W-A	YFR052W
YGL244W	YBL060W
YOR196C	YJL129C
YER035W	YJL033W
YAL011W	YDR485C
YER162C	YOR310C
YPR175W	YGR126W
YGL157W	YGL171W
YPL203W	YKL101W
YAL011W	YDR190C
YLR385C	YBL002W
YNL041C	YBR245C
YDR363W-A	YCL017C
YKR071C	YDR023W
YPL207W	YGR087C
YBR278W	YDR295C
YNL084C	YIR006C
YKL075C	YNL091W
YMR201C	YHR179W
YDR392W	YDL193W
YJL050W	YLR150W
YDR054C	YDR306C
YHR027C	YKL015W
YBL093C	YLR150W
YDL100C	YDR451C
YDR314C	YER151C
YLR438C-A	YNL045W
YPL090C	YJL206C
YML062C	YDL084W
YGL112C	YPL254W
YDR145W	YDR176W
YMR049C	YOL078W
YNL061W	YER172C
YGL207W	YLR068W
YKR024C	YML056C
YGL048C	YBR245C
YMR239C	YCR079W
YLR347C	YDL175C
YGL092W	YLR175W
YML008C	YLR249W
YEL055C	YHR121W
YML065W	YKR046C
YFR031C	YJL010C
YDR299W	YGR145W
YGR262C	YDR098C
YLR096W	YGL099W
YFR052W	YKL203C
YGL105W	YBR128C
YGL227W	YER022W
YNL136W	YMR234W
YDR054C	YOR003W
YFR004W	YKL145W
YHR170W	YDL106C
YOR043W	YLR019W
YGR162W	YKL204W
YDR083W	YDL014W
YDR289C	YBR127C
YJL124C	YBL004W
YIL097W	YPL061W
YGL112C	YPL047W
YDR363W-A	YHR200W
YLR216C	YHR074W
YKR037C	YGL195W
YPL180W	YOR294W
YNL110C	YPL093W
YCR076C	YER094C
YBL023C	YOR048C
YBR010W	YMR072W
YNL061W	YDL215C
YBR009C	YIL070C
YNL021W	YPR179C
YJL138C	YCL024W
YNL175C	YKR081C
YIL148W	YDR188W
YHR119W	YLR015W
YGL167C	YNL067W
YBL052C	YGR068C
YMR049C	YGL178W
YMR282C	YKR081C
YDR047W	YOR361C
YBR135W	YLL050C
YGL011C	YOR157C
YAR007C	YBL003C
YDR485C	YLR085C
YNR054C	YLR129W
YMR223W	YJL176C
YDL208W	YCR016W
YOR217W	YBL002W
YMR309C	YMR146C
YNL061W	YDR174W
YDL126C	YBL056W
YGL092W	YJR042W
YDL060W	YNL106C
YLR398C	YLR150W
YHR114W	YGL245W
YJL020C	YCR105W
YDL014W	YLR369W
YLR022C	YBR166C
YDR496C	YLR150W
YJR104C	YKR099W
YBR154C	YFL023W
YBR267W	YAR015W
YBR103W	YDR155C
YOR123C	YOR056C
YDL007W	YFR010W
YDL097C	YGR161C
YGL125W	YDR171W
YNL067W	YPL004C
YGL106W	YPR171W
YDL074C	YER062C
YDL014W	YDR117C
YML070W	YER087C-B
YOR341W	YPR110C
YLR249W	YMR083W
YCR065W	YPL002C
YGR128C	YPL126W
YGL078C	YHR072W-A
YCL011C	YLR432W
YNL175C	YGL173C
YGR158C	YOL142W
YFR004W	YDL134C
YGL120C	YER161C
YDL007W	YER021W
YGL120C	YDL215C
YMR128W	YNL170W
YDR047W	YGL137W
YOR081C	YMR309C
YGR162W	YIL070C
YLR216C	YER132C
YEL037C	YGR080W
YGL011C	YOR362C
YDR363W-A	YER122C
YNR038W	YDR141C
YMR240C	YDR381W
YJL050W	YGL181W
YGL151W	YDL005C
YKL195W	YHR012W
YJL023C	YML091C
YJR065C	YDL029W
YGL050W	YJR031C
YMR005W	YMR236W
YGR207C	YDR087C
YDR195W	YJR093C
YDL084W	YER105C
YKL191W	YAL016W
YPR093C	YIL062C
YHR090C	YDR381W
YPL207W	YGL115W
YNR011C	YGR091W
YAL011W	YPL216W
YDR427W	YDR394W
YOR260W	YBR136W
YNR010W	YML007W
YPR103W	YOL101C
YGL035C	YBL003C
YPR175W	YDL020C
YMR229C	YOR294W
YGL078C	YDR174W
YHR034C	YPL240C
YHL029C	YHR047C
YDL003W	YFL008W
YGR103W	YOR294W
YBL024W	YLR150W
YGL078C	YCL059C
YHR172W	YLR212C
YOR089C	YOR370C
YJL115W	YPL153C
YLR438C-A	YMR268C
YMR125W	YNL189W
YOL005C	YBR259W
YJR058C	YJR005W
YKL075C	YNL308C
YOR261C	YLR434C
YDR362C	YGR047C
YCR008W	YLR197W
YMR075W	YHR121W
YLR226W	YPR161C
YGR103W	YGR067C
YGR090W	YAL019W
YDR363W-A	YDR427W
YML041C	YDR334W
YCL011C	YML062C
YJL033W	YOL006C
YER151C	YNL061W
YDR054C	YOL063C
YKL078W	YGR251W
YPL001W	YER180W
YJL050W	YLR175W
YDR496C	YEL034W
YBR127C	YDR328C
YBL045C	YLR150W
YGR237C	YIL154C
YLR432W	YAR075W
YDR472W	YHR047C
YOR168W	YLR299W
YGL078C	YDL213C
YMR229C	YBR127C
YPR023C	YKR023W
YJL033W	YDR087C
YLR258W	YDL215C
YHR066W	YKR081C
YDR448W	YBR081C
YML046W	YHR086W
YGL073W	YLR355C
YBR009C	YPL001W
YDL002C	YFL013C
YMR128W	YLR304C
YFR010W	YGR086C
YGL167C	YNL055C
YKR092C	YKR048C
YPR029C	YOR310C
YGL120C	YIR001C
YFL023W	YOR133W
YLR435W	YNL014W
YER035W	YNL308C
YIL097W	YER030W
YDR310C	YDR272W
YDL147W	YHR170W
YPL178W	YLR427W
YPR034W	YPR081C
YIL035C	YOR355W
YGR103W	YOR272W
YBR193C	YGL151W
YJL050W	YDL014W
YNR036C	YNR037C
YMR075W	YLR175W
YBR009C	YNL206C
YNL030W	YNL206C
YER172C	YFL029C
YER148W	YNL138W
YER131W	YGL014W
YER022W	YKL035W
YDL055C	YFL025C
YFR004W	YDR394W
YOR261C	YLR421C
YEL015W	YLR150W
YGL078C	YDR192C
YGR274C	YML015C
YPR175W	YPL146C
YDL147W	YFR010W
YNR011C	YER172C
YAL001C	YDR381W
YDL225W	YDR507C
YOR217W	YPR052C
YOL149W	YBR112C
YOR174W	YPR168W
YDR167W	YDR176W
YBL103C	YBR081C
YFR052W	YGL078C
YNL052W	YPL216W
YJL033W	YOR193W
YCR077C	YMR186W
YPR178W	YJR002W
YCR043C	YCR009C
YNR010W	YOR174W
YNL307C	YGR012W
YER012W	YBL041W
YDR211W	YGR086C
YDL208W	YLR150W
YLR199C	YJR007W
YFR052W	YGL178W
YFR004W	YHR200W
YOR116C	YPR190C
YLR033W	YOL002C
YER086W	YJL052W
YNR011C	YHR165C
YKR092C	YNL047C
YGL087C	YDR227W
YER089C	YDR388W
YER172C	YKL173W
YGL240W	YDR118W
YOR179C	YDR195W
YGR262C	YJL184W
YLR015W	YOR075W
YNL137C	Q0140
YNR054C	YCL059C
YIL008W	YMR108W
YJR033C	YBR251W
YOR133W	YNL209W
YOR206W	YAR073W
YOR217W	YKR081C
YBL003C	YEL023C
YJL050W	YOR206W
YBR231C	YDR334W
YDR303C	YLR321C
YGL048C	YMR191W
YDL007W	YOR259C
YER162C	YDR155C
YDR363W-A	YOR261C
YNL330C	YPL059W
YER022W	YNR010W
YPL129W	YOR151C
YJR084W	YPL012W
YPR161C	YPR165W
YOL146W	YGL011C
YFR010W	YER021W
YHR077C	YJR122W
YDR224C	YER105C
YDR138W	YBL038W
YKL009W	YNL209W
YFR004W	YBR034C
YFR004W	YJR051W
YOR244W	YJL165C
YOR001W	YNL232W
YLR277C	YDR129C
YJL033W	YNL132W
YOL021C	YJL011C
YDR238C	YBL076C
YIL159W	YLR197W
YMR309C	YPR041W
YBR079C	YMR309C
YGL227W	YOL047C
YGL173C	YCR077C
YNR014W	YNL307C
YPL129W	YDL140C
YNR007C	YOR355W
YPL183C	YLR192C
YLR371W	YDL085W
YPL243W	YLR418C
YDR472W	YOR115C
YKR024C	YDR381W
YLR170C	YPL259C
YLR438C-A	YCR077C
YNL031C	YMR021C
YMR128W	YKR081C
YDR365C	YLR129W
YDR365C	YJL033W
YDR172W	YDL138W
YGL120C	YMR086W
YDR280W	YPR190C
YGR103W	YOR355W
YEL037C	YOR326W
YNL209W	YBL003C
YHR119W	YKL018W
YLR435W	YJR097W
YPL116W	YOR257W
YIR015W	YJR031C
YOR108W	YDR388W
YPR018W	YKL020C
YDL014W	YOR381W
YER095W	YOR211C
YJR112W	YPL233W
YDL147W	YOR117W
YCR093W	YOL100W
YDR477W	YGL115W
YJL033W	YBL091C
YDL003W	YLR347C
YHR118C	YOR294W
YKL018W	YPL146C
YMR229C	YCR009C
YDR054C	YJR009C
YER179W	YIL021W
YGR090W	YKL172W
YGR140W	YCL044C
YHR200W	YIL075C
YJR022W	YER146W
YHR066W	YKL082C
YNR053C	YKR081C
YBL003C	YER095W
YOL126C	YLR135W
YJL050W	YGR135W
YJR084W	YBR189W
YDR337W	YDR175C
YLR438C-A	YNL147W
YKL164C	YDL069C
YOR253W	YMR229C
YFR010W	YER007W
YDL060W	YHR072W-A
YGR037C	YLR359W
YDR054C	YFL004W
YPR093C	YKR062W
YER086W	YIL148W
YNL189W	YKL173W
YDR392W	YDR176W
YNR011C	YDR473C
YOR048C	YDR381W
YDL097C	YDR301W
YPR101W	YLR117C
YDL147W	YFR052W
YDR533C	YLR314C
YJL033W	YKR081C
YLR022C	YKR081C
YBL093C	YHR041C
YPL117C	YGR095C
YDR311W	YGR098C
YEL044W	YER092W
YMR201C	YIL036W
YKL075C	YNL164C
YDL060W	YOR198C
YGR003W	YGL106W
YJL033W	YDR381W
YJL109C	YCL031C
YCL040W	YHR156C
YFR037C	YOR355W
YBL037W	YNL265C
YER086W	YFL037W
YDR225W	YFL014W
YHR104W	YGL006W
YFL034W	YDR388W
YGR104C	YAR053W
YLR117C	YMR213W
YEL037C	YHR029C
YGL120C	YOR294W
YDR337W	YJR113C
YDR141C	YML010W
YGR104C	YGR106C
YCL040W	YBL113C
YKL088W	YDL151C
YDR365C	YBL086C
YNL189W	YAL023C
YGR128C	YDR256C
YNL024C	YGL116W
YAL027W	YDR174W
YLR426W	YBR017C
YGL025C	YDL005C
YGR140W	YIL021W
YER035W	YER146W
YAR007C	YHR164C
YKL216W	YER015W
YLR027C	YNL172W
YGR162W	YGL049C
YGR155W	YML085C
YKL075C	YHR121W
YCL016C	YHR191C
YML058W	YPL115C
YOR189W	YPL129W
YJL081C	YOR141C
YLR089C	YIL107C
YMR048W	YOL154W
YDL084W	YKL014C
YDR478W	YPL183C
YMR014W	YGR271C-A
YER021W	YOL018C
YBL097W	YGR135W
YCR002C	YCR009C
YFL013C	YLR052W
YDL208W	YDL014W
YLR429W	YLR418C
YGR078C	YDL013W
YBR010W	YGL122C
YNL031C	YDR295C
YPL201C	YGL245W
YNL330C	YJL123C
YBL002W	YER060W
YOR276W	YOL139C
YGL167C	YDR342C
YAR007C	YDR174W
YNL061W	YLR197W
YER177W	YOR220W
YOR310C	YAR044W
YGR002C	YPL235W
YKR008W	YGL078C
YGR188C	YGL106W
YOR128C	YGL207W
YGR262C	YHR121W
YGL120C	YDR060W
YOR181W	YBR136W
YHR027C	YDR108W
YKL172W	YDL151C
YPR101W	YJR050W
YKL172W	YDR379W
YBL093C	YGL025C
YDL225W	YHR107C
YOR261C	YDR108W
YKL190W	YML057W
YPR062W	YCR009C
YML106W	YMR271C
YBR010W	YPL075W
YOR157C	YPR093C
YHR062C	YDR388W
YDR314C	YHR029C
YBR245C	YAL062W
YOR027W	YOR171C
YGL078C	YEL026W
YJL033W	YHR121W
YBL024W	YBL023C
YDL147W	YGR232W
YEL015W	YDL160C
YGL120C	YDL153C
YMR031C	YMR086W
YDR054C	YBL035C
YBR087W	YBR010W
YOR138C	YHR121W
YMR125W	YPL178W
YAL016W	YDL134C
YPL129W	YPR187W
YGL234W	YFR015C
YOL004W	YDR381W
YMR229C	YFR001W
YBR009C	YKR081C
YNL030W	YGL036W
YGL120C	YML106W
YJL109C	YHR196W
YMR099C	YIL127C
YER092W	YFL008W
YGR086C	YOR195W
YIL021W	YJL034W
YKL078W	YGR090W
YMR049C	YNL045W
YDR515W	YNL308C
YGR156W	YKL018W
YOR261C	YBR080C
YOR261C	YLL040C
YBR009C	YFL021W
YNL030W	YBR010W
YNL250W	YBR009C
YKL173W	YER029C
YAL034W-A	YMR117C
YNL308C	YBR175W
YDR288W	YDR507C
YGL234W	YKL032C
YPR101W	YLR147C
YDR419W	YHR121W
YOR052C	YIL035C
YAL027W	YLR175W
YML124C	YBR072W
YMR214W	YBL060W
YPL181W	YIL084C
YBL003C	YNL290W
YHR041C	YCR035C
YAL051W	YIL036W
YKR024C	YLR196W
YLL036C	YMR213W
YBR169C	YBR084W
YER131W	YDR087C
YOR361C	YML010W
YMR186W	YDL185W
YMR079W	YHR076W
YPL122C	YDR079C-A
YPR070W	YHR058C
YOR206W	YKR081C
YLR170C	YKL135C
YDL147W	YJL201W
YPR175W	YGL009C
YJL138C	YDR174W
YFR004W	YGL048C
YPR162C	YER151C
YBR253W	YGL127C
YLR321C	YPL133C
YPL153C	YNL189W
YGL078C	YLR175W
YBR267W	YKR048C
YDR152W	YBR023C
YGR086C	YKL142W
YDR324C	YCR042C
YKR024C	YBL003C
YGR086C	YPL004C
YLR069C	YAL001C
YFR052W	YMR048W
YOL021C	YKR025W
YNR038W	YDR096W
YDR477W	YER162C
YLR153C	YAL054C
YNL317W	YCL007C
YDR385W	YOR294W
YIR008C	YDR381W
YGR090W	YML027W
YOR189W	YBR127C
YGR104C	YNR057C
YGR104C	YOR141C
YGL049C	YDL014W
YGL048C	YJL008C
YLR022C	YMR229C
YOR310C	YHR137W
YJL076W	YDR390C
YLR196W	YOR355W
YHR081W	YNL048W
YBL074C	YHR042W
YDR334W	YNL265C
YJL124C	YDL160C
YGR091W	YFL018W-A
YBR009C	YLR372W
YNL022C	YBR251W
YPR173C	YNL265C
YDL147W	YIL066C
YML092C	YOR355W
YGL234W	YHR108W
YDL147W	YDR363W-A
YDL147W	YOR026W
YDR362C	YDR174W
YDL084W	YKR092C
YGR104C	YBL093C
YKL173W	YGR074W
YPR175W	YPL012W
YDL053C	YHR121W
YOL111C	YBR137W
YNL059C	YOR141C
YKL173W	YLR275W
YOR272W	YKL172W
YDL108W	YGR040W
YFR004W	YBR245C
YKL173W	YGL120C
YNR011C	YFL018W-A
YLR438C-A	YGL173C
YJL138C	YML029W
YOL111C	YOR164C
YIL103W	YGR209C
YLR432W	YMR146C
YER035W	YEL015W
YMR031C	YBR087W
YDL195W	YMR300C
YGR104C	YOR355W
YBR173C	YER110C
YBR173C	YGR167W
YBR173C	YLR199C
YBR173C	YML119W
YBR173C	YMR314W
YDR035W	YBR249C
YKR092C	YGL241W
YNL023C	YNL135C
YBR049C	YER076C
YBR193C	YNL236W
YGR048W	YLR455W
YDL074C	YPR080W
YDR347W	YPL118W
YNL287W	YNL272C
YLL027W	YJL080C
YHR200W	YNL281W
YDR176W	YDR208W
YOR361C	YDL215C
YCR077C	YEL034W
YHR090C	YNL189W
YHR052W	YBR142W
YER086W	YFR053C
YKR024C	YKR081C
YPL009C	YLR432W
YAL027W	YPL022W
YOR206W	YDL148C
YGR156W	YJR093C
